region,region_code,period,all_providers,all_primary_care_providers,all_physicians,all_primary_care_physicians,all_nurse_practitioners,all_primary_care_nurse_practitioners,all_physician_assistants,all_primary_care_physician_assistants
Georgia,GA,2011,93,54,64,34,21,17,8,3
Georgia,GA,2011,22,18,16,12,2,2,4,4
Georgia,GA,2011,38,18,30,14,6,2,2,2
Georgia,GA,2011,1220,636,991,490,118,91,111,55
Georgia,GA,2011,35,24,29,20,5,4,1,0
Georgia,GA,2011,495,187,386,145,57,36,53,6
Georgia,GA,2011,4,3,3,3,0,0,0,0
Georgia,GA,2011,25,19,21,15,0,0,4,4
Georgia,GA,2011,4,3,4,3,0,0,0,0
Georgia,GA,2011,20,13,18,11,1,1,1,1
Georgia,GA,2011,7,3,4,1,3,2,0,0
Georgia,GA,2011,331,161,257,108,40,32,34,21
Georgia,GA,2011,264,128,203,95,36,28,24,5
Georgia,GA,2011,8,7,4,4,2,2,1,1
Georgia,GA,2011,102,33,82,29,13,3,7,1
Georgia,GA,2011,3,2,3,2,0,0,0,0
Georgia,GA,2011,13,6,10,4,2,1,1,1
Georgia,GA,2011,21,18,15,11,2,2,5,5
Georgia,GA,2011,4,4,4,3,0,0,1,1
Georgia,GA,2011,7,7,3,3,2,2,2,2
Georgia,GA,2011,5,4,2,1,3,3,0,0
Georgia,GA,2011,19,17,10,8,6,6,3,3
Georgia,GA,2011,5,5,4,4,1,1,0,0
Georgia,GA,2011,99,45,85,41,8,4,6,0
Georgia,GA,2011,13,6,13,6,0,0,0,0
Georgia,GA,2011,70,34,56,28,6,3,8,3
Georgia,GA,2011,4,4,2,2,2,2,0,0
Georgia,GA,2011,6,5,2,2,3,3,0,0
Georgia,GA,2011,230,93,184,65,30,20,17,8
Georgia,GA,2011,32,21,22,14,7,5,3,2
Georgia,GA,2011,27,15,21,11,1,1,5,3
Georgia,GA,2011,3,3,2,2,1,1,0,0
Georgia,GA,2011,2,1,1,1,0,0,0,0
Georgia,GA,2011,10,10,7,7,2,2,1,1
Georgia,GA,2011,3,1,2,0,1,1,0,0
Georgia,GA,2011,13,10,11,8,2,2,0,0
Georgia,GA,2011,5,5,4,4,1,1,0,0
Georgia,GA,2011,25,13,20,10,3,2,2,1
Georgia,GA,2011,11,10,6,6,2,2,3,2
Georgia,GA,2011,1,1,0,0,1,1,0,0
Georgia,GA,2011,9,8,7,6,2,2,0,0
Georgia,GA,2011,21,17,13,9,9,8,0,0
Georgia,GA,2011,513,216,412,168,44,27,57,21
Georgia,GA,2011,106,50,83,38,12,8,11,4
Georgia,GA,2011,60,38,44,28,10,7,7,3
Georgia,GA,2011,6,6,4,4,2,2,0,0
Georgia,GA,2011,77,43,61,33,11,10,5,0
Georgia,GA,2011,26,13,22,9,4,4,0,0
Georgia,GA,2011,50,24,39,19,7,5,4,0
Georgia,GA,2011,8,7,7,6,1,1,0,0
Georgia,GA,2011,6,6,3,3,3,3,0,0
Georgia,GA,2011,24,17,20,13,4,4,0,0
Georgia,GA,2011,23,12,17,9,4,2,1,1
Georgia,GA,2011,16,10,12,7,0,0,3,3
Georgia,GA,2011,2,2,1,1,1,1,0,0
Georgia,GA,2011,25,14,19,8,4,4,3,2
Georgia,GA,2011,4,4,4,3,0,0,1,1
Georgia,GA,2011,858,247,757,213,37,14,64,20
Georgia,GA,2011,166,90,139,76,16,11,12,3
Georgia,GA,2011,2,2,1,1,1,1,0,0
Georgia,GA,2011,6,5,4,4,1,1,0,0
Georgia,GA,2011,13,10,13,10,0,0,0,0
Georgia,GA,2011,109,67,77,39,18,17,14,11
Georgia,GA,2011,64,36,46,22,16,14,3,0
Georgia,GA,2011,0,0,0,0,0,0,0,0
Georgia,GA,2011,45,28,38,23,2,2,4,3
Georgia,GA,2011,2,2,2,2,0,0,0,0
Georgia,GA,2011,1,1,1,1,0,0,0,0
Georgia,GA,2011,19,14,11,8,3,3,5,3
Georgia,GA,2011,2,2,2,2,0,0,0,0
Georgia,GA,2011,2,2,2,2,0,0,0,0
Georgia,GA,2011,8,5,7,5,0,0,1,0
Georgia,GA,2011,158,55,124,42,13,6,21,7
Georgia,GA,2011,132,58,92,32,16,12,24,14
Georgia,GA,2011,81,36,64,26,10,6,7,4
Georgia,GA,2011,16,10,14,8,1,1,1,1
Georgia,GA,2011,2,2,0,0,2,2,0,0
Georgia,GA,2011,115,45,101,38,12,7,2,0
Georgia,GA,2011,5,5,2,2,2,2,1,1
Georgia,GA,2011,1,0,0,0,0,0,0,0
Georgia,GA,2011,46,30,32,17,7,6,7,7
Georgia,GA,2011,31,19,27,16,1,1,2,2
Georgia,GA,2011,31,29,24,22,5,5,2,2
Georgia,GA,2011,78,46,63,37,11,9,5,0
Georgia,GA,2011,100,43,82,32,8,4,10,7
Georgia,GA,2011,3,3,3,3,0,0,0,0
Georgia,GA,2011,26,20,21,14,4,4,2,2
Georgia,GA,2011,39,26,26,16,5,4,8,6
Georgia,GA,2011,6,4,4,4,1,0,0,0
Georgia,GA,2011,10,8,6,4,3,3,1,1
Georgia,GA,2011,9,9,7,7,2,2,0,0
Georgia,GA,2011,184,83,142,60,28,17,14,6
Georgia,GA,2011,2,3,2,2,1,1,0,0
Georgia,GA,2011,8,6,6,5,2,1,0,0
Georgia,GA,2011,5,5,4,4,0,0,1,1
Georgia,GA,2011,10,9,8,7,2,2,0,0
Hawaii,HI,2011,2087,867,1935,782,90,55,62,30
Hawaii,HI,2011,0,0,0,0,0,0,0,0
Hawaii,HI,2011,102,52,90,44,4,3,8,5
Hawaii,HI,2011,254,139,227,115,16,15,11,9
Hawaii,HI,2011,324,156,288,130,27,21,8,5
Idaho,ID,2011,1277,466,974,355,147,65,156,46
Idaho,ID,2011,2,2,1,1,1,1,0,0
Idaho,ID,2011,245,108,177,71,20,14,47,23
Idaho,ID,2011,10,9,7,6,0,0,3,3
Idaho,ID,2011,15,12,9,6,4,4,2,2
Idaho,ID,2011,57,38,38,21,10,9,8,8
Idaho,ID,2011,46,21,37,15,6,4,3,2
Idaho,ID,2011,4,4,1,1,3,3,0,0
Idaho,ID,2011,66,39,53,28,13,11,0,0
Idaho,ID,2011,266,110,193,60,22,16,52,34
Idaho,ID,2011,11,11,8,8,1,1,2,2
Idaho,ID,2011,4,3,2,1,0,0,2,2
Idaho,ID,2011,2,2,2,2,0,0,0,0
Idaho,ID,2011,265,138,188,86,34,20,43,32
Idaho,ID,2011,3,3,2,2,0,0,1,1
Idaho,ID,2011,90,21,87,18,1,1,2,2
Idaho,ID,2011,0,0,0,0,0,0,0,0
Idaho,ID,2011,13,12,10,10,0,0,2,2
Idaho,ID,2011,1,1,0,0,0,0,1,1
Idaho,ID,2011,36,29,27,20,4,4,5,5
Idaho,ID,2011,8,5,8,5,0,0,0,0
Idaho,ID,2011,6,6,3,3,1,1,2,2
Idaho,ID,2011,14,13,9,8,2,2,3,3
Idaho,ID,2011,19,14,14,8,2,2,4,4
Idaho,ID,2011,21,20,11,11,6,5,4,4
Idaho,ID,2011,10,8,6,4,0,0,4,4
Idaho,ID,2011,15,15,12,12,1,1,2,2
Idaho,ID,2011,434,118,359,73,45,30,31,15
Idaho,ID,2011,48,34,39,25,4,4,5,5
Idaho,ID,2011,11,6,9,4,2,2,0,0
Idaho,ID,2011,8,8,5,5,2,2,1,1
Idaho,ID,2011,3,3,1,1,1,1,1,1
Idaho,ID,2011,64,44,43,25,7,7,14,12
Idaho,ID,2011,12,9,9,7,2,2,0,0
Idaho,ID,2011,141,52,106,33,20,17,15,2
Idaho,ID,2011,10,9,5,4,1,1,4,4
Idaho,ID,2011,4,4,1,1,1,1,2,2
Idaho,ID,2011,31,20,12,6,7,4,12,10
Idaho,ID,2011,7,7,3,3,4,4,0,0
Idaho,ID,2011,10,9,7,6,0,0,3,3
Idaho,ID,2011,8,6,4,2,2,2,2,2
Idaho,ID,2011,184,72,141,51,17,8,25,13
Idaho,ID,2011,20,16,16,12,1,1,3,3
Idaho,ID,2011,14,10,10,6,2,2,2,2
Illinois,IL,2011,193,92,169,84,18,6,6,2
Illinois,IL,2011,8,7,4,4,1,1,3,2
Illinois,IL,2011,24,17,18,11,6,6,0,0
Illinois,IL,2011,35,32,30,27,4,4,1,1
Illinois,IL,2011,4,4,2,2,2,2,0,0
Illinois,IL,2011,39,25,34,22,2,2,3,1
Illinois,IL,2011,7,5,4,4,2,0,1,1
Illinois,IL,2011,5,5,4,3,2,2,0,0
Illinois,IL,2011,6,5,3,3,0,0,2,2
Illinois,IL,2011,566,226,444,170,70,36,52,20
Illinois,IL,2011,34,25,26,17,7,7,1,1
Illinois,IL,2011,12,12,6,6,4,4,2,2
Illinois,IL,2011,17,15,10,9,7,6,0,0
Illinois,IL,2011,30,20,26,16,3,3,1,1
Illinois,IL,2011,100,52,78,35,15,13,7,4
Illinois,IL,2011,12281,5135,11250,4702,528,253,503,180
Illinois,IL,2011,14,13,12,11,2,2,0,0
Illinois,IL,2011,6,6,2,2,2,2,2,2
Illinois,IL,2011,145,67,126,59,11,6,8,2
Illinois,IL,2011,25,15,20,12,4,3,0,0
Illinois,IL,2011,19,19,12,12,4,4,3,3
Illinois,IL,2011,2396,939,2196,859,106,52,94,28
Illinois,IL,2011,14,10,10,7,3,3,1,0
Illinois,IL,2011,2,2,2,2,0,0,0,0
Illinois,IL,2011,114,54,88,30,22,20,4,4
Illinois,IL,2011,22,13,12,4,8,7,2,2
Illinois,IL,2011,28,17,26,14,2,2,1,1
Illinois,IL,2011,41,36,26,23,7,6,8,7
Illinois,IL,2011,39,29,28,20,5,5,6,4
Illinois,IL,2011,2,2,1,1,0,0,1,1
Illinois,IL,2011,32,15,25,9,2,2,4,4
Illinois,IL,2011,91,36,77,32,7,3,7,1
Illinois,IL,2011,8,9,6,6,3,3,0,0
Illinois,IL,2011,26,17,19,10,6,6,1,1
Illinois,IL,2011,7,7,4,4,2,2,1,1
Illinois,IL,2011,3,3,2,2,0,0,1,1
Illinois,IL,2011,33,25,26,18,6,6,1,1
Illinois,IL,2011,36,24,26,14,4,4,6,6
Illinois,IL,2011,162,74,120,52,13,8,29,14
Illinois,IL,2011,5,5,2,2,2,2,1,1
Illinois,IL,2011,113,44,91,29,12,10,9,5
Illinois,IL,2011,23,17,15,10,4,3,4,4
Illinois,IL,2011,10,10,8,8,2,2,0,0
Illinois,IL,2011,3,2,1,1,2,1,0,0
Illinois,IL,2011,837,344,715,281,53,33,70,30
Illinois,IL,2011,236,90,193,68,23,14,21,8
Illinois,IL,2011,70,53,63,47,0,0,6,6
Illinois,IL,2011,117,50,99,40,8,4,10,6
Illinois,IL,2011,1527,737,1358,628,79,60,90,49
Illinois,IL,2011,169,87,139,70,18,12,12,5
Illinois,IL,2011,11,10,7,6,3,3,1,1
Illinois,IL,2011,65,29,56,24,5,3,4,2
Illinois,IL,2011,48,33,33,22,4,4,11,7
Illinois,IL,2011,29,19,24,14,5,5,0,0
Illinois,IL,2011,42,27,33,20,9,7,0,0
Illinois,IL,2011,452,247,401,210,31,27,20,10
Illinois,IL,2011,372,159,308,120,45,32,19,7
Illinois,IL,2011,298,134,236,90,34,30,28,14
Illinois,IL,2011,45,26,36,17,5,5,4,4
Illinois,IL,2011,369,196,308,154,35,28,26,14
Illinois,IL,2011,80,32,61,23,14,6,5,3
Illinois,IL,2011,6,6,5,5,1,1,0,0
Illinois,IL,2011,10,8,7,5,2,2,1,1
Illinois,IL,2011,10,5,9,4,1,1,0,0
Illinois,IL,2011,4,4,3,3,1,1,0,0
Illinois,IL,2011,12,8,9,5,2,2,1,1
Illinois,IL,2011,21,20,15,13,4,4,3,3
Illinois,IL,2011,59,28,43,16,8,6,7,6
Illinois,IL,2011,48,27,41,21,5,4,2,2
Illinois,IL,2011,10,8,8,6,2,2,0,0
Illinois,IL,2011,27,25,23,21,3,3,1,1
Illinois,IL,2011,814,248,682,194,85,41,47,13
Illinois,IL,2011,33,16,27,10,2,2,4,4
Illinois,IL,2011,12,10,8,6,2,2,2,2
Illinois,IL,2011,30,16,26,11,3,3,2,2
Illinois,IL,2011,2,2,1,1,1,1,0,0
Illinois,IL,2011,0,0,0,0,0,0,0,0
Illinois,IL,2011,1,1,1,1,0,0,0,0
Illinois,IL,2011,46,28,33,17,6,5,7,6
Illinois,IL,2011,24,15,21,12,1,1,2,2
Illinois,IL,2011,344,117,285,87,34,17,24,13
Illinois,IL,2011,434,231,356,178,52,38,26,15
Illinois,IL,2011,48,37,32,21,10,10,6,6
Illinois,IL,2011,750,225,646,190,66,29,38,6
Illinois,IL,2011,4,5,4,4,0,0,1,1
Illinois,IL,2011,2,2,2,2,0,0,0,0
Illinois,IL,2011,18,17,13,12,1,1,4,4
Illinois,IL,2011,2,2,1,1,1,1,0,0
Illinois,IL,2011,67,36,58,28,9,8,0,0
Illinois,IL,2011,125,88,102,71,14,13,10,4
Illinois,IL,2011,23,17,18,12,1,1,4,4
Illinois,IL,2011,137,77,100,50,18,14,18,13
Illinois,IL,2011,13,7,9,4,2,2,2,1
Illinois,IL,2011,12,11,8,7,0,0,4,4
Illinois,IL,2011,12,10,6,5,3,3,2,2
Illinois,IL,2011,16,13,9,8,1,0,5,5
Illinois,IL,2011,16,15,9,8,4,4,3,3
Illinois,IL,2011,90,53,62,37,22,14,6,2
Illinois,IL,2011,840,421,738,355,64,52,39,14
Illinois,IL,2011,176,77,120,47,17,11,39,19
Illinois,IL,2011,750,275,640,221,70,40,40,14
Illinois,IL,2011,28,22,21,16,6,6,0,0
Indiana,IN,2011,18,15,11,8,6,6,1,1
Indiana,IN,2011,929,306,760,241,107,58,62,7
Indiana,IN,2011,164,68,142,60,18,8,4,0
Indiana,IN,2011,8,8,5,5,3,3,0,0
Indiana,IN,2011,9,8,6,5,3,3,0,0
Indiana,IN,2011,109,63,103,57,6,6,0,0
Indiana,IN,2011,6,6,4,3,3,3,0,0
Indiana,IN,2011,11,10,5,5,4,3,2,2
Indiana,IN,2011,61,37,43,24,18,13,0,0
Indiana,IN,2011,244,112,199,88,40,23,5,1
Indiana,IN,2011,22,21,15,14,5,5,2,2
Indiana,IN,2011,25,18,23,17,2,1,0,0
Indiana,IN,2011,6,5,2,2,2,2,1,1
Indiana,IN,2011,36,24,25,13,10,10,1,1
Indiana,IN,2011,76,37,74,37,2,0,0,0
Indiana,IN,2011,39,22,30,16,5,4,4,2
Indiana,IN,2011,48,30,35,20,10,8,3,2
Indiana,IN,2011,290,139,240,114,43,22,8,3
Indiana,IN,2011,83,46,75,39,6,6,2,1
Indiana,IN,2011,404,144,312,116,79,24,14,4
Indiana,IN,2011,46,19,36,14,7,3,2,2
Indiana,IN,2011,203,71,172,57,27,12,4,2
Indiana,IN,2011,8,8,4,4,4,4,0,0
Indiana,IN,2011,60,32,49,25,8,7,4,0
Indiana,IN,2011,22,13,18,10,4,3,0,0
Indiana,IN,2011,35,21,32,18,3,3,0,0
Indiana,IN,2011,114,55,95,40,18,15,1,0
Indiana,IN,2011,26,15,16,9,9,5,1,1
Indiana,IN,2011,742,265,639,214,66,37,37,14
Indiana,IN,2011,104,59,87,48,16,10,1,1
Indiana,IN,2011,44,30,37,25,6,4,1,1
Indiana,IN,2011,262,125,241,116,12,7,9,2
Indiana,IN,2011,75,36,59,27,10,9,6,0
Indiana,IN,2011,186,84,151,61,28,18,7,5
Indiana,IN,2011,42,31,35,28,5,2,2,1
Indiana,IN,2011,65,34,55,27,7,5,2,2
Indiana,IN,2011,30,25,24,19,6,6,0,0
Indiana,IN,2011,16,14,9,7,7,7,0,0
Indiana,IN,2011,61,32,52,26,8,5,2,1
Indiana,IN,2011,29,17,19,9,8,6,2,2
Indiana,IN,2011,270,142,222,109,35,29,13,4
Indiana,IN,2011,95,33,78,26,12,7,5,0
Indiana,IN,2011,101,52,81,42,12,6,8,4
Indiana,IN,2011,22,19,14,12,7,6,1,1
Indiana,IN,2011,1119,444,957,377,134,61,28,6
Indiana,IN,2011,209,80,186,70,21,10,2,0
Indiana,IN,2011,60,39,44,28,16,11,0,0
Indiana,IN,2011,231,104,204,86,24,18,2,0
Indiana,IN,2011,3397,1083,2916,885,352,164,129,34
Indiana,IN,2011,68,34,53,26,14,8,1,0
Indiana,IN,2011,12,9,7,5,6,4,0,0
Indiana,IN,2011,35,21,28,15,6,6,1,0
Indiana,IN,2011,370,147,285,109,63,34,22,4
Indiana,IN,2011,50,30,42,24,6,5,2,1
Indiana,IN,2011,94,55,78,42,12,11,4,2
Indiana,IN,2011,4,4,1,1,2,2,1,1
Indiana,IN,2011,30,21,26,17,4,4,0,0
Indiana,IN,2011,3,3,2,2,1,1,0,0
Indiana,IN,2011,23,16,17,10,6,6,0,0
Indiana,IN,2011,9,7,5,4,4,3,0,0
Indiana,IN,2011,7,6,5,4,2,2,0,0
Indiana,IN,2011,21,13,18,10,4,3,0,0
Indiana,IN,2011,8,7,4,4,3,3,0,0
Indiana,IN,2011,258,123,220,99,34,22,4,2
Indiana,IN,2011,8,8,8,7,1,1,0,0
Indiana,IN,2011,28,17,22,11,6,6,0,0
Indiana,IN,2011,40,20,35,15,2,2,3,3
Indiana,IN,2011,23,19,15,11,8,8,0,0
Indiana,IN,2011,8,7,6,6,1,1,0,0
Indiana,IN,2011,38,16,35,14,3,2,0,0
Indiana,IN,2011,652,250,570,216,73,34,10,0
Indiana,IN,2011,40,22,30,15,8,5,2,2
Indiana,IN,2011,53,31,35,18,14,10,4,3
Indiana,IN,2011,10,10,8,8,2,2,0,0
Indiana,IN,2011,30,12,24,8,6,4,0,0
Indiana,IN,2011,26,17,21,13,4,4,0,0
Indiana,IN,2011,17,12,14,10,3,2,0,0
Indiana,IN,2011,3,3,2,2,1,1,0,0
Indiana,IN,2011,391,147,337,120,47,26,7,1
Indiana,IN,2011,17,9,16,8,1,1,0,0
Indiana,IN,2011,3,3,1,1,2,2,0,0
Indiana,IN,2011,642,233,539,192,84,37,19,4
Indiana,IN,2011,12,11,8,7,4,4,0,0
Indiana,IN,2011,276,113,233,96,38,14,5,3
Indiana,IN,2011,24,19,19,14,4,4,1,1
Indiana,IN,2011,5,4,4,3,1,1,0,0
Indiana,IN,2011,164,83,141,69,20,14,3,0
Indiana,IN,2011,23,14,19,10,4,4,0,0
Indiana,IN,2011,163,76,129,57,28,18,6,1
Indiana,IN,2011,40,27,33,20,4,4,3,3
Indiana,IN,2011,21,15,17,11,4,4,0,0
Indiana,IN,2011,31,21,26,17,5,4,0,0
Iowa,IA,2011,5,5,3,3,2,2,0,0
Iowa,IA,2011,11,2,10,2,0,0,2,0
Iowa,IA,2011,18,16,11,10,4,4,2,2
Iowa,IA,2011,27,13,20,10,5,1,2,2
Iowa,IA,2011,9,8,5,4,2,2,2,2
Iowa,IA,2011,15,13,6,5,2,2,6,6
Iowa,IA,2011,332,150,268,114,37,22,26,14
Iowa,IA,2011,34,18,31,15,0,0,3,3
Iowa,IA,2011,29,24,21,16,4,4,4,4
Iowa,IA,2011,18,9,16,7,0,0,2,2
Iowa,IA,2011,23,15,20,13,3,2,0,0
Iowa,IA,2011,13,14,7,7,5,5,2,2
Iowa,IA,2011,13,6,11,4,0,0,2,2
Iowa,IA,2011,49,22,38,18,6,0,6,4
Iowa,IA,2011,44,19,35,13,2,1,7,5
Iowa,IA,2011,11,11,7,7,2,2,2,2
Iowa,IA,2011,148,61,124,52,14,7,10,2
Iowa,IA,2011,13,12,7,6,6,6,0,0
Iowa,IA,2011,12,12,8,8,2,2,2,2
Iowa,IA,2011,6,4,5,3,1,1,0,0
Iowa,IA,2011,64,20,46,13,9,6,8,1
Iowa,IA,2011,22,15,15,8,5,5,2,2
Iowa,IA,2011,81,45,62,31,12,10,7,4
Iowa,IA,2011,18,11,13,7,3,3,2,1
Iowa,IA,2011,34,24,22,14,4,4,8,6
Iowa,IA,2011,12,5,10,4,2,1,0,0
Iowa,IA,2011,14,6,11,4,2,2,1,0
Iowa,IA,2011,28,20,16,8,7,7,5,5
Iowa,IA,2011,94,41,75,32,11,6,8,3
Iowa,IA,2011,18,9,16,9,0,0,1,0
Iowa,IA,2011,243,95,202,81,30,12,11,2
Iowa,IA,2011,10,11,7,7,2,2,2,2
Iowa,IA,2011,21,17,10,6,4,3,8,8
Iowa,IA,2011,13,13,10,9,2,2,2,2
Iowa,IA,2011,12,6,9,4,0,0,2,2
Iowa,IA,2011,9,8,6,5,2,2,1,1
Iowa,IA,2011,7,7,7,7,0,0,0,0
Iowa,IA,2011,7,7,4,4,0,0,3,3
Iowa,IA,2011,10,10,7,7,2,2,1,1
Iowa,IA,2011,18,14,9,7,2,2,6,5
Iowa,IA,2011,7,7,3,3,4,4,0,0
Iowa,IA,2011,28,17,25,14,3,3,0,0
Iowa,IA,2011,17,13,9,6,6,5,2,2
Iowa,IA,2011,25,16,21,14,2,1,2,1
Iowa,IA,2011,8,7,6,4,1,1,2,2
Iowa,IA,2011,6,5,4,3,1,1,1,1
Iowa,IA,2011,11,10,5,4,4,4,2,2
Iowa,IA,2011,15,14,10,10,2,2,2,2
Iowa,IA,2011,15,12,10,7,6,5,0,0
Iowa,IA,2011,44,32,31,19,9,9,4,4
Iowa,IA,2011,20,13,12,8,3,2,4,3
Iowa,IA,2011,516,167,452,144,27,8,38,15
Iowa,IA,2011,14,11,12,9,0,0,2,2
Iowa,IA,2011,4,3,2,1,1,1,1,1
Iowa,IA,2011,16,15,11,11,0,0,4,4
Iowa,IA,2011,52,27,44,24,5,3,2,0
Iowa,IA,2011,492,185,402,140,52,25,38,20
Iowa,IA,2011,4,4,3,3,0,0,1,1
Iowa,IA,2011,17,7,10,3,4,2,2,2
Iowa,IA,2011,8,8,4,4,2,2,2,2
Iowa,IA,2011,12,12,7,7,1,1,4,4
Iowa,IA,2011,29,18,22,12,6,5,1,1
Iowa,IA,2011,54,36,41,28,6,2,7,6
Iowa,IA,2011,71,40,51,24,14,10,6,6
Iowa,IA,2011,12,12,9,8,2,2,2,2
Iowa,IA,2011,8,8,3,3,1,1,4,4
Iowa,IA,2011,27,15,20,8,2,2,5,5
Iowa,IA,2011,10,6,6,4,3,2,0,0
Iowa,IA,2011,18,15,13,12,4,2,1,1
Iowa,IA,2011,53,35,38,24,7,5,8,6
Iowa,IA,2011,19,15,12,8,2,2,5,5
Iowa,IA,2011,5,5,3,3,0,0,2,2
Iowa,IA,2011,45,19,38,14,6,5,0,0
Iowa,IA,2011,12,9,5,4,3,3,4,2
Iowa,IA,2011,24,16,15,8,4,4,4,4
Iowa,IA,2011,7,8,4,4,4,4,0,0
Iowa,IA,2011,1320,514,1048,387,144,79,128,48
Iowa,IA,2011,168,83,122,55,22,11,24,17
Iowa,IA,2011,29,18,20,11,3,3,6,4
Iowa,IA,2011,6,6,4,4,1,1,1,1
Iowa,IA,2011,8,8,5,4,2,2,2,2
Iowa,IA,2011,395,178,323,143,49,29,23,6
Iowa,IA,2011,16,12,10,7,3,3,2,2
Iowa,IA,2011,37,31,29,22,5,5,4,4
Iowa,IA,2011,179,76,141,56,18,6,20,14
Iowa,IA,2011,14,14,6,6,4,4,4,4
Iowa,IA,2011,2,1,1,1,0,0,0,0
Iowa,IA,2011,24,15,19,12,2,1,3,2
Iowa,IA,2011,12,12,7,7,2,2,3,3
Iowa,IA,2011,74,38,55,25,12,10,6,3
Iowa,IA,2011,20,19,17,17,2,2,0,0
Iowa,IA,2011,29,21,26,18,2,2,1,1
Iowa,IA,2011,6,6,2,2,2,2,2,2
Iowa,IA,2011,77,29,61,21,10,5,6,3
Iowa,IA,2011,8,8,5,5,2,2,1,1
Iowa,IA,2011,40,27,28,18,6,4,6,5
Iowa,IA,2011,240,117,186,89,24,14,30,14
Iowa,IA,2011,0,0,0,0,0,0,0,0
Iowa,IA,2011,21,18,11,8,2,2,8,8
Kansas,KS,2011,17,16,10,8,4,4,4,4
Kansas,KS,2011,30,6,28,4,2,2,0,0
Kansas,KS,2011,23,18,19,14,0,0,4,4
Kansas,KS,2011,6,5,3,2,1,1,2,2
Kansas,KS,2011,66,38,41,20,12,10,14,8
Kansas,KS,2011,32,9,26,7,4,2,2,0
Kansas,KS,2011,17,14,9,7,4,3,4,4
Kansas,KS,2011,67,52,45,36,6,2,16,14
Kansas,KS,2011,2,2,1,1,0,0,1,1
Kansas,KS,2011,2,2,1,1,0,0,1,1
Kansas,KS,2011,35,14,19,7,5,4,11,3
Kansas,KS,2011,4,4,2,2,0,0,2,2
Kansas,KS,2011,4,4,2,2,0,0,2,2
Kansas,KS,2011,10,9,7,6,1,1,2,2
Kansas,KS,2011,13,10,6,4,3,2,4,4
Kansas,KS,2011,11,8,8,6,0,0,2,2
Kansas,KS,2011,4,4,2,2,2,2,0,0
Kansas,KS,2011,37,27,28,20,4,3,4,4
Kansas,KS,2011,100,58,59,34,37,23,4,1
Kansas,KS,2011,10,5,7,2,0,0,3,3
Kansas,KS,2011,12,12,10,10,1,1,1,1
Kansas,KS,2011,6,6,2,2,2,2,2,2
Kansas,KS,2011,198,103,157,76,25,20,16,7
Kansas,KS,2011,5,5,2,2,1,1,2,2
Kansas,KS,2011,2,2,1,1,1,1,0,0
Kansas,KS,2011,113,40,78,25,24,10,11,5
Kansas,KS,2011,10,9,3,3,2,2,4,4
Kansas,KS,2011,63,37,44,23,18,13,1,1
Kansas,KS,2011,77,36,63,26,10,8,4,2
Kansas,KS,2011,26,12,20,11,6,1,0,0
Kansas,KS,2011,43,29,30,19,9,7,4,3
Kansas,KS,2011,3,3,3,3,0,0,0,0
Kansas,KS,2011,2,2,2,2,0,0,0,0
Kansas,KS,2011,11,8,7,4,3,3,1,1
Kansas,KS,2011,0,0,0,0,0,0,0,0
Kansas,KS,2011,3,1,2,1,0,0,0,0
Kansas,KS,2011,6,6,3,3,0,0,3,3
Kansas,KS,2011,3,2,2,1,1,1,0,0
Kansas,KS,2011,14,12,6,4,3,2,6,6
Kansas,KS,2011,94,40,69,28,18,10,6,2
Kansas,KS,2011,4,4,1,1,3,3,0,0
Kansas,KS,2011,2,2,0,0,2,2,0,0
Kansas,KS,2011,14,13,8,7,3,3,3,3
Kansas,KS,2011,9,7,6,5,2,1,1,1
Kansas,KS,2011,0,0,0,0,0,0,0,0
Kansas,KS,2011,1617,607,1343,500,183,79,91,28
Kansas,KS,2011,7,6,5,4,2,2,0,0
Kansas,KS,2011,11,8,4,2,4,4,3,2
Kansas,KS,2011,8,7,2,1,3,3,3,3
Kansas,KS,2011,38,19,30,14,4,3,4,2
Kansas,KS,2011,3,3,1,1,0,0,2,2
Kansas,KS,2011,106,67,85,50,13,11,7,6
Kansas,KS,2011,3,3,1,1,1,1,1,1
Kansas,KS,2011,6,6,3,3,3,3,0,0
Kansas,KS,2011,3,3,2,2,1,1,0,0
Kansas,KS,2011,60,34,46,26,14,8,1,0
Kansas,KS,2011,40,30,28,21,3,0,9,9
Kansas,KS,2011,6,6,3,3,2,2,1,1
Kansas,KS,2011,22,11,16,5,5,5,1,1
Kansas,KS,2011,7,6,2,2,0,0,4,4
Kansas,KS,2011,23,16,17,11,0,0,5,5
Kansas,KS,2011,6,4,5,3,0,0,1,1
Kansas,KS,2011,59,40,42,26,14,10,4,4
Kansas,KS,2011,4,3,4,3,0,0,0,0
Kansas,KS,2011,10,6,6,3,1,1,3,2
Kansas,KS,2011,13,13,10,10,3,3,0,0
Kansas,KS,2011,28,20,18,11,2,2,8,7
Kansas,KS,2011,6,6,3,3,3,3,0,0
Kansas,KS,2011,8,8,4,4,2,2,2,2
Kansas,KS,2011,6,6,5,5,1,1,0,0
Kansas,KS,2011,6,5,4,4,0,0,1,1
Kansas,KS,2011,5,5,4,4,1,1,0,0
Kansas,KS,2011,9,10,4,4,6,6,0,0
Kansas,KS,2011,2,2,1,1,0,0,1,1
Kansas,KS,2011,18,19,14,14,5,5,0,0
Kansas,KS,2011,24,13,13,8,2,2,9,3
